交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2026/08/12,TX,202609  ,45075,45640,45000,45425,210,0.46%,800,-,-,45398,45422,49651,24962,,盤後,,
2026/08/12,TX,202610  ,45583,45802,45467,45669,345,0.76%,31,45786,325,45780,45792,46770,39852,,一般,,
2026/08/12,TX,202610  ,45212,45750,45201,45526,202,0.45%,33,-,-,45505,45541,46770,39852,,盤後,,
2026/08/12,TX,202612  ,45800,45948,45650,45888,370,0.81%,14,45985,387,45975,45996,50228,27382,,一般,,
2026/08/12,TX,202612  ,45400,45883,45400,45660,142,0.31%,8,-,-,45696,45732,50228,27382,,盤後,,
2026/08/12,TX,202703  ,46287,46485,46240,46348,324,0.70%,6,46480,125,46468,46493,50802,32400,,一般,,
2026/08/12,TX,202703  ,45800,46390,45800,46238,214,0.46%,10,-,-,46196,46255,50802,32400,,盤後,,
2026/08/12,TX,202706  ,-,-,-,-,-,-,0,47070,67,47049,47091,51411,41461,,一般,,
2026/08/12,TX,202706  ,46627,-,-,46627,0,0.00%,3,-,-,46797,46855,51411,41461,,盤後,,
2026/08/13,TX,202608  ,46120,46250,45840,46005,489,1.07%,43260,46025,92571,46005,46009,49470,39442,,一般,,
2026/08/13,TX,202608  ,45600,46312,45590,46117,601,1.32%,35208,-,-,46108,46124,49470,39442,,盤後,,
2026/08/13,TX,202609  ,46293,46388,46000,46174,501,1.10%,5360,46191,21837,46165,46171,49651,24962,,一般,,
2026/08/13,TX,202609  ,45748,46450,45748,46243,570,1.25%,1191,-,-,46248,46265,49651,24962,,盤後,,
2026/08/13,TX,202610  ,46481,46481,46290,46290,504,1.10%,30,46290,329,46279,46292,46770,39852,,一般,,
2026/08/13,TX,202610  ,45904,46570,45904,46550,764,1.67%,15,-,-,46365,46392,46770,39852,,盤後,,
2026/08/13,TX,202612  ,46580,46635,46390,46531,546,1.19%,29,46531,386,46481,46498,50228,27382,,一般,,
2026/08/13,TX,202612  ,46500,46660,46500,46638,653,1.42%,9,-,-,46568,46599,50228,27382,,盤後,,
2026/08/13,TX,202703  ,-,-,-,-,-,-,0,46997,128,46990,47004,50802,32400,,一般,,
2026/08/13,TX,202703  ,46800,47226,46800,47226,746,1.60%,9,-,-,47058,47107,50802,32400,,盤後,,
2026/08/13,TX,202706  ,47736,47736,47683,47683,613,1.30%,2,47587,66,47576,47599,51411,41461,,一般,,
2026/08/13,TX,202706  ,47288,47500,47288,47500,430,0.91%,3,-,-,47648,47699,51411,41461,,盤後,,
2026/08/14,TX,202608  ,46466,46470,45676,45841,-184,-0.40%,57509,45812,84339,45839,45846,49470,39442,,一般,,
2026/08/14,TX,202608  ,45950,46574,45878,46389,364,0.79%,27782,-,-,46378,46390,49470,39442,,盤後,,
2026/08/14,TX,202609  ,46641,46641,45827,45972,-219,-0.47%,11386,45949,29534,45977,45990,49651,24962,,一般,,
2026/08/14,TX,202609  ,46149,46718,46042,46559,368,0.80%,1360,-,-,46534,46552,49651,24962,,盤後,,
2026/08/14,TX,202610  ,46645,46645,46106,46115,-175,-0.38%,24,46115,327,46103,46127,46789,39852,,一般,,
2026/08/14,TX,202610  ,46281,46789,46280,46789,499,1.08%,18,-,-,46652,46668,46789,39852,,盤後,,
2026/08/14,TX,202612  ,46870,46870,46400,46408,-123,-0.26%,16,46323,380,46305,46342,50228,27382,,一般,,
2026/08/14,TX,202612  ,46880,47020,46880,46920,389,0.84%,11,-,-,46848,46905,50228,27382,,盤後,,
2026/08/14,TX,202703  ,47010,47010,47010,47010,13,0.03%,1,46844,128,46820,46869,50802,32400,,一般,,
2026/08/14,TX,202703  ,47247,47507,47247,47497,500,1.06%,5,-,-,47353,47396,50802,32400,,盤後,,
2026/08/14,TX,202706  ,47927,47927,47927,47927,340,0.71%,1,47445,67,47410,47480,51411,41461,,一般,,
2026/08/14,TX,202706  ,-,-,-,-,-,-,0,-,-,47948,48000,51411,41461,,盤後,,
2026/08/17,TX,202608  ,45850,46140,45738,45888,76,0.17%,79450,45867,51167,45886,45894,49470,39442,,一般,,
2026/08/17,TX,202608  ,45852,45968,45551,45727,-85,-0.19%,24791,-,-,45720,45735,49470,39442,,盤後,,
2026/08/17,TX,202609  ,46000,46318,45870,46033,84,0.18%,46829,46009,62249,46018,46032,49651,24962,,一般,,
2026/08/17,TX,202609  ,45997,46085,45704,45865,-84,-0.18%,1102,-,-,45857,45878,49651,24962,,盤後,,
2026/08/17,TX,202610  ,46328,46420,45987,46201,86,0.19%,93,46162,359,46150,46174,46789,39852,,一般,,
2026/08/17,TX,202610  ,46145,46145,46018,46018,-97,-0.21%,3,-,-,45965,46006,46789,39852,,盤後,,
2026/08/17,TX,202612  ,46507,46507,46454,46454,131,0.28%,2,46381,382,46341,46422,50228,27382,,一般,,
2026/08/17,TX,202612  ,46329,46329,46329,46329,6,0.01%,2,-,-,46165,46230,50228,27382,,盤後,,
2026/08/17,TX,202703  ,47053,47053,46941,46941,97,0.21%,2,46846,130,46829,46863,50802,32400,,一般,,
2026/08/17,TX,202703  ,46844,-,-,46844,0,0.00%,1,-,-,46660,46750,50802,32400,,盤後,,
2026/08/17,TX,202706  ,47700,47700,47700,47700,255,0.54%,1,47436,68,47416,47456,51411,41461,,一般,,
2026/08/17,TX,202706  ,-,-,-,-,-,-,0,-,-,47250,47365,51411,41461,,盤後,,
2026/08/18,TX,202608  ,45967,45977,45070,45085,-782,-1.70%,83392,45088,20738,45081,45085,49470,39442,,一般,,
2026/08/18,TX,202608  ,46000,46297,45747,45811,-56,-0.12%,25712,-,-,45787,45817,49470,39442,,盤後,,
2026/08/18,TX,202609  ,46097,46113,45159,45166,-843,-1.83%,49922,45173,94543,45167,45173,49651,24962,,一般,,
2026/08/18,TX,202609  ,46136,46420,45888,45932,-77,-0.17%,4162,-,-,45924,45959,49651,24962,,盤後,,
2026/08/18,TX,202610  ,46201,46201,45387,45387,-775,-1.68%,51,45332,371,45327,45338,46789,39852,,一般,,
2026/08/18,TX,202610  ,46277,46445,46180,46180,18,0.04%,41,-,-,46037,46116,46789,39852,,盤後,,
2026/08/18,TX,202612  ,46374,46374,45580,45580,-801,-1.73%,11,45580,381,45521,45599,50228,27382,,一般,,
2026/08/18,TX,202612  ,46399,46500,46399,46420,39,0.08%,6,-,-,46242,46347,50228,27382,,盤後,,
2026/08/18,TX,202703  ,46893,46893,46360,46360,-486,-1.04%,4,46065,130,46055,46075,50802,32400,,一般,,
2026/08/18,TX,202703  ,47002,47002,46952,46952,106,0.23%,3,-,-,46707,46837,50802,32400,,盤後,,
2026/08/18,TX,202706  ,47436,-,-,47436,0,0.00%,1,46608,68,46601,46616,51411,41461,,一般,,
2026/08/18,TX,202706  ,-,-,-,-,-,-,0,-,-,47307,47512,51411,41461,,盤後,,
2026/08/19,TX,202608  ,44411,44869,44208,44612,-476,-1.06%,27795,0,11402,44612,44613,49470,39442,,一般,,
2026/08/19,TX,202608  ,45137,45208,44424,44527,-561,-1.24%,28126,-,-,44523,44540,49470,39442,,盤後,,
2026/08/19,TX,202609  ,44330,44876,44300,44528,-645,-1.43%,42374,44500,100399,44525,44530,49651,24962,,一般,,
2026/08/19,TX,202609  ,45200,45286,44517,44626,-547,-1.21%,6479,-,-,44607,44628,49651,24962,,盤後,,
2026/08/19,TX,202610  ,44472,45000,44472,44665,-667,-1.47%,59,44665,387,44666,44679,46789,39852,,一般,,
2026/08/19,TX,202610  ,45345,45345,44683,44776,-556,-1.23%,26,-,-,44746,44789,46789,39852,,盤後,,
2026/08/19,TX,202612  ,45086,45200,44856,44856,-724,-1.59%,11,44856,384,44856,44884,50228,27382,,一般,,
2026/08/19,TX,202612  ,45345,45345,44886,45006,-574,-1.26%,12,-,-,44943,45030,50228,27382,,盤後,,
2026/08/19,TX,202703  ,45401,45700,45350,45350,-715,-1.55%,8,45350,131,45350,45369,50802,32400,,一般,,
2026/08/19,TX,202703  ,45950,45950,45497,45497,-568,-1.23%,4,-,-,45428,45537,50802,32400,,盤後,,
2026/08/19,TX,202706  ,-,-,-,-,-,-,0,45908,68,45891,45926,51411,41461,,一般,,
2026/08/19,TX,202706  ,-,-,-,-,-,-,0,-,-,46018,46088,51411,41461,,盤後,,
2026/08/20,TX,202609  ,44950,45122,44448,44868,368,0.83%,53693,44903,102620,44866,44872,49651,24962,,一般,,
2026/08/20,TX,202609  ,44631,45196,44538,44802,302,0.68%,41519,-,-,44778,44802,49651,24962,,盤後,,
2026/08/20,TX,202610  ,45116,45158,44651,45029,364,0.81%,122,45045,476,45011,45024,46789,39852,,一般,,
2026/08/20,TX,202610  ,44784,45330,44693,44918,253,0.57%,195,-,-,44925,44957,46789,39852,,盤後,,
2026/08/20,TX,202611  ,45110,45180,44800,45150,371,0.83%,11,45150,4,45139,45152,45180,44800,,一般,,
2026/08/20,TX,202612  ,45349,45458,44850,45093,237,0.53%,13,45235,382,45229,45242,50228,27382,,一般,,
2026/08/20,TX,202612  ,44927,45500,44927,45100,244,0.54%,8,-,-,45128,45161,50228,27382,,盤後,,
2026/08/20,TX,202703  ,45800,45838,45442,45442,92,0.20%,6,45664,126,45657,45672,50802,32400,,一般,,
2026/08/20,TX,202703  ,45738,45858,45550,45650,300,0.66%,9,-,-,45573,45622,50802,32400,,盤後,,
2026/08/20,TX,202706  ,46336,46336,46000,46000,92,0.20%,3,46231,71,46221,46241,51411,41461,,一般,,
2026/08/20,TX,202706  ,45977,46202,45957,45957,49,0.11%,3,-,-,46128,46176,51411,41461,,盤後,,
2026/08/21,TX,202609  ,44887,45294,44566,45148,245,0.55%,51446,45138,102342,45136,45149,49651,24962,,一般,,
2026/08/21,TX,202609  ,44982,45000,44261,44804,-99,-0.22%,41595,-,-,44780,44805,49651,24962,,盤後,,
2026/08/21,TX,202610  ,45045,45423,44777,45280,235,0.52%,123,45280,500,45279,45295,46789,39852,,一般,,
2026/08/21,TX,202610  ,45099,45133,44440,44964,-81,-0.18%,215,-,-,44926,44957,46789,39852,,盤後,,
2026/08/21,TX,202611  ,45115,45510,44915,45400,250,0.55%,30,45400,25,45395,45413,45510,44800,,一般,,
2026/08/21,TX,202611  ,45085,45188,44800,45100,-50,-0.11%,38,-,-,45051,45086,45188,44800,,盤後,,
2026/08/21,TX,202612  ,45500,45580,45305,45305,70,0.15%,5,45508,379,45501,45515,50228,27382,,一般,,
2026/08/21,TX,202612  ,44890,45149,44802,45149,-86,-0.19%,4,-,-,45149,45190,50228,27382,,盤後,,
2026/08/21,TX,202703  ,45664,-,-,45664,0,0.00%,2,45920,126,45909,45932,50802,32400,,一般,,
2026/08/21,TX,202703  ,45450,45450,45450,45450,-214,-0.47%,1,-,-,45565,45610,50802,32400,,盤後,,
2026/08/21,TX,202706  ,46373,46587,46314,46368,137,0.30%,5,46481,73,46464,46499,51411,41461,,一般,,
2026/08/21,TX,202706  ,46231,-,-,46231,0,0.00%,2,-,-,46125,46190,51411,41461,,盤後,,
2026/08/24,TX,202609  ,45032,45292,44609,44762,-376,-0.83%,43046,44740,102558,44760,44768,49651,24962,,一般,,
2026/08/24,TX,202609  ,45220,45474,44978,45074,-64,-0.14%,30890,-,-,45061,45076,49651,24962,,盤後,,
2026/08/24,TX,202610  ,45235,45436,44783,44900,-380,-0.84%,184,44894,597,44908,44917,46789,39852,,一般,,
2026/08/24,TX,202610  ,45380,45599,45144,45208,-72,-0.16%,134,-,-,45208,45230,46789,39852,,盤後,,
2026/08/24,TX,202611  ,45380,45498,44987,44987,-413,-0.91%,43,45040,40,45034,45047,45705,44800,,一般,,
2026/08/24,TX,202611  ,45660,45705,45295,45325,-75,-0.17%,17,-,-,45316,45342,45705,44800,,盤後,,
2026/08/24,TX,202612  ,45595,45658,45000,45000,-508,-1.12%,16,45149,383,45141,45158,50228,27382,,一般,,
2026/08/24,TX,202612  ,45740,45740,45400,45400,-108,-0.24%,9,-,-,45427,45461,50228,27382,,盤後,,
2026/08/24,TX,202703  ,-,-,-,-,-,-,0,45543,126,45534,45552,50802,32400,,一般,,
2026/08/24,TX,202703  ,-,-,-,-,-,-,0,-,-,45816,45856,50802,32400,,盤後,,
2026/08/24,TX,202706  ,46486,46489,46486,46489,8,0.02%,3,46138,75,46124,46153,51411,41461,,一般,,
2026/08/24,TX,202706  ,46745,46745,46745,46745,264,0.57%,1,-,-,46376,46431,51411,41461,,盤後,,
2026/08/25,TX,202609  ,44488,45095,44146,45027,287,0.64%,55218,45032,102718,45026,45032,49651,24962,,一般,,
2026/08/25,TX,202609  ,44658,45015,44270,44532,-208,-0.46%,32394,-,-,44531,44542,49651,24962,,盤後,,
2026/08/25,TX,202610  ,44581,45239,44351,45226,332,0.74%,120,45177,617,45172,45182,46789,39852,,一般,,
2026/08/25,TX,202610  ,44836,45136,44444,44671,-223,-0.50%,121,-,-,44680,44697,46789,39852,,盤後,,
2026/08/25,TX,202611  ,44500,45340,44435,45298,258,0.57%,56,45298,40,45296,45309,45705,44435,,一般,,
2026/08/25,TX,202611  ,45000,45178,44570,44750,-290,-0.64%,62,-,-,44806,44827,45705,44570,,盤後,,
2026/08/25,TX,202612  ,44750,45428,44600,45428,279,0.62%,32,45398,399,45392,45405,50228,27382,,一般,,
2026/08/25,TX,202612  ,45153,45220,44712,44900,-249,-0.55%,29,-,-,44907,44922,50228,27382,,盤後,,
2026/08/25,TX,202703  ,45710,45710,45700,45700,157,0.34%,2,45806,126,45794,45818,50802,32400,,一般,,
2026/08/25,TX,202703  ,-,-,-,-,-,-,0,-,-,45296,45337,50802,32400,,盤後,,
2026/08/25,TX,202706  ,-,-,-,-,-,-,0,46392,76,46378,46407,51411,41461,,一般,,
2026/08/25,TX,202706  ,45760,45779,45727,45779,-359,-0.78%,4,-,-,45886,45933,51411,41461,,盤後,,
2026/08/26,TX,202609  ,45285,46027,44865,46011,979,2.17%,57745,46003,106112,46010,46014,49651,24962,,一般,,
2026/08/26,TX,202609  ,45093,45470,45020,45437,405,0.90%,28479,-,-,45428,45439,49651,24962,,盤後,,
2026/08/26,TX,202610  ,45331,46146,45030,46146,969,2.14%,322,46146,695,46152,46160,46789,39852,,一般,,
2026/08/26,TX,202610  ,45239,45600,45231,45586,409,0.91%,120,-,-,45576,45592,46789,39852,,盤後,,
2026/08/26,TX,202611  ,45585,46250,45250,46250,952,2.10%,55,46279,44,46275,46284,46250,44435,,一般,,
2026/08/26,TX,202611  ,45323,45711,45301,45711,413,0.91%,53,-,-,45698,45717,45711,44435,,盤後,,
2026/08/26,TX,202612  ,45450,45958,45400,45958,560,1.23%,11,46381,399,46377,46386,50228,27382,,一般,,
2026/08/26,TX,202612  ,45500,45790,45500,45790,392,0.86%,12,-,-,45796,45824,50228,27382,,盤後,,
2026/08/26,TX,202703  ,45806,-,-,45806,0,0.00%,3,46794,127,46787,46802,50802,32400,,一般,,
2026/08/26,TX,202703  ,-,-,-,-,-,-,0,-,-,46183,46231,50802,32400,,盤後,,
2026/08/26,TX,202706  ,46558,47294,46556,47294,902,1.94%,11,47362,77,47349,47376,51411,41461,,一般,,
2026/08/26,TX,202706  ,-,-,-,-,-,-,0,-,-,46778,46829,51411,41461,,盤後,,
2026/08/27,TX,202609  ,46175,46517,46006,46078,75,0.16%,50701,46064,104881,46077,46088,49651,24962,,一般,,
2026/08/27,TX,202609  ,46002,46142,45766,45993,-10,-0.02%,26057,-,-,45983,45993,49651,24962,,盤後,,
2026/08/27,TX,202610  ,46303,46655,46193,46258,112,0.24%,271,46246,779,46250,46268,46789,39852,,一般,,
2026/08/27,TX,202610  ,46140,46258,45923,46111,-35,-0.08%,131,-,-,46131,46145,46789,39852,,盤後,,
2026/08/27,TX,202611  ,46566,46770,46375,46375,96,0.21%,18,46397,47,46389,46405,46770,44435,,一般,,
2026/08/27,TX,202611  ,46326,46359,46100,46203,-76,-0.16%,11,-,-,46254,46271,46359,44435,,盤後,,
2026/08/27,TX,202612  ,46488,46866,46474,46495,114,0.25%,20,46495,399,46487,46507,50228,27382,,一般,,
2026/08/27,TX,202612  ,46435,46435,46172,46200,-181,-0.39%,16,-,-,46355,46378,50228,27382,,盤後,,
2026/08/27,TX,202703  ,47034,47150,46906,46906,112,0.24%,9,46906,125,46910,46932,50802,32400,,一般,,
2026/08/27,TX,202703  ,46750,46750,46677,46677,-117,-0.25%,2,-,-,46753,46803,50802,32400,,盤後,,
2026/08/27,TX,202706  ,47828,47828,47562,47562,200,0.42%,2,47435,77,47418,47452,51411,41461,,一般,,
2026/08/27,TX,202706  ,-,-,-,-,-,-,0,-,-,47318,47363,51411,41461,,盤後,,
2026/08/28,TX,202609  ,46366,46580,46215,46357,293,0.64%,41611,46357,105613,46357,46363,49651,24962,,一般,,
2026/08/28,TX,202609  ,46132,46549,46036,46388,324,0.70%,29574,-,-,46381,46384,49651,24962,,盤後,,
2026/08/28,TX,202610  ,46552,46735,46401,46502,256,0.55%,474,46502,975,46501,46508,46789,39852,,一般,,
2026/08/28,TX,202610  ,46297,46700,46250,46550,304,0.66%,164,-,-,46549,46562,46789,39852,,盤後,,
